"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2013",60.211868286,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2014",58.688415527,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2015",57.084980011,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2016",53.318809509,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2017",50.217689514,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2018",49.398132324,
"POL","WAGEGAP","SELFEMPLOYED","PC","A","2019",49.731678009,
"POL","WAGEGAP","EMPLOYEE","PC","A","1991",20.15,
"POL","WAGEGAP","EMPLOYEE","PC","A","1992",17.25,
"POL","WAGEGAP","EMPLOYEE","PC","A","1993",20.03,
"POL","WAGEGAP","EMPLOYEE","PC","A","1994",18.85,
"POL","WAGEGAP","EMPLOYEE","PC","A","1995",20.1,
"POL","WAGEGAP","EMPLOYEE","PC","A","1996",20.47,
"POL","WAGEGAP","EMPLOYEE","PC","A","1997",18.57,
"POL","WAGEGAP","EMPLOYEE","PC","A","1998",19.11,
"POL","WAGEGAP","EMPLOYEE","PC","A","1999",17.56,
"POL","WAGEGAP","EMPLOYEE","PC","A","2001",14.3,
"POL","WAGEGAP","EMPLOYEE","PC","A","2002",11.32,
"POL","WAGEGAP","EMPLOYEE","PC","A","2004",10.64,
"POL","WAGEGAP","EMPLOYEE","PC","A","2006",11.44,
"POL","WAGEGAP","EMPLOYEE","PC","A","2008",12.99,
"POL","WAGEGAP","EMPLOYEE","PC","A","2010",7.19,
"POL","WAGEGAP","EMPLOYEE","PC","A","2012",10.62,
"POL","WAGEGAP","EMPLOYEE","PC","A","2014",11.07,
"POL","WAGEGAP","EMPLOYEE","PC","A","2016",9.42,
"POL","WAGEGAP","EMPLOYEE","PC","A","2018",11.5,
"POL","WAGEGAP","EMPLOYEE","PC","A","2020",8.69,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2006",62.25012207,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2007",60.922393799,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2008",60.391902924,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2009",58.390205383,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2010",59.24471283,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2011",58.695732117,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2012",54.437099457,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2013",47.009235382,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2014",40.368095398,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2015",41.198135376,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2016",42.367412567,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2017",45.655525208,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2018",41.70879364,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2019",28.674753189,
"PRT","WAGEGAP","SELFEMPLOYED","PC","A","2020",19.96377182,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2002",21.86,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2006",12.81,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2010",16.02,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2014",15.32,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2018",11.67,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2019",11.42,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2020",11.72,
"PRT","WAGEGAP","EMPLOYEE","PC","A","2021",12.23,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2004",21.465621948,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2005",19.869867325,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2006",23.739473343,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2007",26.853412628,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2008",29.884807587,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2009",31.579118729,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2010",30.927671432,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2011",32.207328796,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2012",32.336830139,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2013",35.467365265,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2014",31.515951157,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2015",25.562057495,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2016",17.278533936,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2017",13.499799728,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2018",12.074243546,
"SVK","WAGEGAP","SELFEMPLOYED","PC","A","2019",11.484815598,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2002",20.36,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2003",20.69,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2004",20.88,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2005",20.1,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2006",17.8,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2007",17.52,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2008",16.44,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2009",16.43,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2010",14.85,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2011",15.449856429,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2012",15.97,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2013",14.11,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2014",14.350047529,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2015",13.38,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2016",13.9,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2017",15.040042332,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2018",15.66,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2019",13.87,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2020",11.01,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2021",11.7,
"SVK","WAGEGAP","EMPLOYEE","PC","A","2022",13.808194646,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2005",38.983505249,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2006",37.542606354,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2007",36.205646515,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2008",31.653978348,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2009",29.97127533,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2010",24.738239288,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2011",23.488946915,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2012",23.035387039,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2013",24.90014267,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2014",28.569604874,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2015",26.50705719,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2016",25.145999908,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2017",24.451547623,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2018",26.071443558,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2019",23.483940125,
"ESP","WAGEGAP","SELFEMPLOYED","PC","A","2020",20.490325928,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2002",17.16,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2006",13.53,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2010",13.5,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2014",11.54,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2018",8.62,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2020",8.09,
"ESP","WAGEGAP","EMPLOYEE","PC","A","2021",8.09,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2003",5.5662798882,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2004",13.169237137,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2005",18.081148148,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2006",19.746435165,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2007",12.053091049,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2008",9.9748754501,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2009",15.589975357,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2010",18.419061661,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2011",18.593906403,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2012",12.481360435,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2013",18.15860939,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2014",15.290781975,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2015",17.605566025,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2016",16.549993515,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2017",11.836267471,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2018",15.886770248,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2019",6.2244920731,
"SWE","WAGEGAP","SELFEMPLOYED","PC","A","2020",9.7556819916,
"SWE","WAGEGAP","EMPLOYEE","PC","A","1995",9.68,
"SWE","WAGEGAP","EMPLOYEE","PC","A","1996",11.52,
"SWE","WAGEGAP","EMPLOYEE","PC","A","1997",11.56,
"SWE","WAGEGAP","EMPLOYEE","PC","A","1998",12.78,
"SWE","WAGEGAP","EMPLOYEE","PC","A","1999",11.83,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2000",12.37,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2001",12.38,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2002",11.9,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2003",11.52,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2004",10.76,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2005",11.3,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2006",11.02,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2007",11.84,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2008",10.59,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2009",9.54,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2010",9.36,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2011",9.16,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2012",9.29,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2013",9.38,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2014",9.15,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2015",8.33,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2016",8.1699346405,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2017",7.35,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2018",7.14,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2019",7.58,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2020",7.42,
"SWE","WAGEGAP","EMPLOYEE","PC","A","2021",7.25,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2007",58.173454285,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2008",56.092365265,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2009",51.421958923,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2010",50.670024872,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2011",49.349884033,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2012",50.092727661,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2013",44.259407043,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2014",42.23714447,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2015",41.090423584,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2016",44.09544754,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2017",44.24666214,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2018",40.492107391,
"CHE","WAGEGAP","SELFEMPLOYED","PC","A","2019",37.608348846,
"CHE","WAGEGAP","EMPLOYEE","PC","A","1996",25.47,
"CHE","WAGEGAP","EMPLOYEE","PC","A","1998",24.12,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2000",23.79,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2002",22.8,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2004",22.01,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2006",21.32,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2008",21.31,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2010",20.05,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2012",19.34,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2014",16.94,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2016",14.76,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2018",15.1,
"CHE","WAGEGAP","EMPLOYEE","PC","A","2020",13.8,
"TUR","WAGEGAP","EMPLOYEE","PC","A","2006",3.21,
"TUR","WAGEGAP","EMPLOYEE","PC","A","2010",3.1,
"TUR","WAGEGAP","EMPLOYEE","PC","A","2014",6.88,
"TUR","WAGEGAP","EMPLOYEE","PC","A","2018",9.98,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2004",46.036197662,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2005",44.919704437,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2006",43.584445953,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2007",39.928573608,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2008",38.440834045,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2009",38.215435028,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2010",40.421165466,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2011",39.599937439,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2012",36.653495789,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2013",33.204566956,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2014",32.554798126,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2015",32.83839798,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2016",34.182178497,
"GBR","WAGEGAP","SELFEMPLOYED","PC","A","2017",34.210849762,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1970",47.58,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1971",45.53,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1972",45.68,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1973",46.38,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1974",44.42,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1975",39.86,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1976",36.550301936,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1977",35.79,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1978",37.47,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1979",38.3,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1980",36.69,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1981",35.43,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1982",35.66,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1983",34.57,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1984",35.08,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1985",35.120114368,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1986",34.94,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1987",34.51,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1988",34.05,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1989",33.73,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1990",32.74,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1991",31.08,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1992",29.95,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1993",28.72,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1994",28.08,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1995",28.19,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1996",27.22,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1997",26.92,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1998",27.04,
"GBR","WAGEGAP","EMPLOYEE","PC","A","1999",26.09,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2000",26.28,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2001",25.64,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2002",24.38,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2003",24.12,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2004",23.36,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2005",22.06,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2006",21.72,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2007",21.63,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2008",21.86,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2009",20.69,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2010",19.23,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2011",18.25,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2012",17.78,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2013",17.48,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2014",17.38,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2015",17.1,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2016",16.8,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2017",16.53,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2018",16.31,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2019",16.1,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2020",11.98,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2021",14.17,
"GBR","WAGEGAP","EMPLOYEE","PC","A","2022",14.48,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2005",63.200000763,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2006",41.384269714,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2007",43.829040527,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2008",47.521472931,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2009",49.13993454,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2010",49.123092651,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2011",46.241779327,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2012",46.243434906,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2013",45.792728424,"B"
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2014",48.56545639,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2015",49.119281769,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2016",49.470157623,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2017",42.976394653,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2018",39.377372742,"B"
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2019",38.082939148,
"USA","WAGEGAP","SELFEMPLOYED","PC","A","2020",41.802112579,
"USA","WAGEGAP","EMPLOYEE","PC","A","1973",38.11,
"USA","WAGEGAP","EMPLOYEE","PC","A","1974",39.1,
"USA","WAGEGAP","EMPLOYEE","PC","A","1975",37.63003166,
"USA","WAGEGAP","EMPLOYEE","PC","A","1976",37.76,
"USA","WAGEGAP","EMPLOYEE","PC","A","1977",38.22,
"USA","WAGEGAP","EMPLOYEE","PC","A","1978",38.97,
"USA","WAGEGAP","EMPLOYEE","PC","A","1979",37.64,
"USA","WAGEGAP","EMPLOYEE","PC","A","1980",36.55,
"USA","WAGEGAP","EMPLOYEE","PC","A","1981",35.17,
"USA","WAGEGAP","EMPLOYEE","PC","A","1982",34.72,
"USA","WAGEGAP","EMPLOYEE","PC","A","1983",34.29,
"USA","WAGEGAP","EMPLOYEE","PC","A","1984",33.43,
"USA","WAGEGAP","EMPLOYEE","PC","A","1985",32.98,
"USA","WAGEGAP","EMPLOYEE","PC","A","1986",32.190214906,
"USA","WAGEGAP","EMPLOYEE","PC","A","1987",31.02,
"USA","WAGEGAP","EMPLOYEE","PC","A","1988",30.07,
"USA","WAGEGAP","EMPLOYEE","PC","A","1989",29.36,
"USA","WAGEGAP","EMPLOYEE","PC","A","1990",28.46,
"USA","WAGEGAP","EMPLOYEE","PC","A","1991",26.57,
"USA","WAGEGAP","EMPLOYEE","PC","A","1992",25.06,
"USA","WAGEGAP","EMPLOYEE","PC","A","1993",23.88,
"USA","WAGEGAP","EMPLOYEE","PC","A","1994",23.88,
"USA","WAGEGAP","EMPLOYEE","PC","A","1995",24.579985391,
"USA","WAGEGAP","EMPLOYEE","PC","A","1996",23.82,
"USA","WAGEGAP","EMPLOYEE","PC","A","1997",23.79,
"USA","WAGEGAP","EMPLOYEE","PC","A","1998",23.75,
"USA","WAGEGAP","EMPLOYEE","PC","A","1999",23.46,
"USA","WAGEGAP","EMPLOYEE","PC","A","2000",23.09,
"USA","WAGEGAP","EMPLOYEE","PC","A","2001",23.58,
"USA","WAGEGAP","EMPLOYEE","PC","A","2002",22.09,
"USA","WAGEGAP","EMPLOYEE","PC","A","2003",20.58,
"USA","WAGEGAP","EMPLOYEE","PC","A","2004",19.64,
"USA","WAGEGAP","EMPLOYEE","PC","A","2005",18.98,
"USA","WAGEGAP","EMPLOYEE","PC","A","2006",19.25,
"USA","WAGEGAP","EMPLOYEE","PC","A","2007",19.84,
"USA","WAGEGAP","EMPLOYEE","PC","A","2008",20.050125313,
"USA","WAGEGAP","EMPLOYEE","PC","A","2009",19.78,
"USA","WAGEGAP","EMPLOYEE","PC","A","2010",18.81,
"USA","WAGEGAP","EMPLOYEE","PC","A","2011",17.79,
"USA","WAGEGAP","EMPLOYEE","PC","A","2012",19.09,
"USA","WAGEGAP","EMPLOYEE","PC","A","2013",17.91,
"USA","WAGEGAP","EMPLOYEE","PC","A","2014",17.45,
"USA","WAGEGAP","EMPLOYEE","PC","A","2015",18.88,
"USA","WAGEGAP","EMPLOYEE","PC","A","2016",18.14,
"USA","WAGEGAP","EMPLOYEE","PC","A","2017",18.17,
"USA","WAGEGAP","EMPLOYEE","PC","A","2018",18.91,
"USA","WAGEGAP","EMPLOYEE","PC","A","2019",18.47,
"USA","WAGEGAP","EMPLOYEE","PC","A","2020",17.65,
"USA","WAGEGAP","EMPLOYEE","PC","A","2021",16.86,
"USA","WAGEGAP","EMPLOYEE","PC","A","2022",16.98,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2002",12.01,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2010",6.93,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2014",4.06,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2018",3.03,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2019",3.36,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2020",2.55,
"BGR","WAGEGAP","EMPLOYEE","PC","A","2021",2.45,
"CHL","WAGEGAP","EMPLOYEE","PC","A","1998",14.29,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2000",6.07,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2003",1.68,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2006",5.56,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2009",9.09,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2011",16,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2013",10.67,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2015",14.29,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2017",12.5,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2020",8.6,
"CHL","WAGEGAP","EMPLOYEE","PC","A","2021",10.92,
"COL","WAGEGAP","EMPLOYEE","PC","A","2007",7.51,
"COL","WAGEGAP","EMPLOYEE","PC","A","2008",10.81,
"COL","WAGEGAP","EMPLOYEE","PC","A","2009",10,
"COL","WAGEGAP","EMPLOYEE","PC","A","2010",12.66,
"COL","WAGEGAP","EMPLOYEE","PC","A","2011",12.64,
"COL","WAGEGAP","EMPLOYEE","PC","A","2012",14.5,
"COL","WAGEGAP","EMPLOYEE","PC","A","2013",13.59,
"COL","WAGEGAP","EMPLOYEE","PC","A","2014",14.77,
"COL","WAGEGAP","EMPLOYEE","PC","A","2015",14.25,
"COL","WAGEGAP","EMPLOYEE","PC","A","2016",12.76,
"COL","WAGEGAP","EMPLOYEE","PC","A","2017",11.25,
"COL","WAGEGAP","EMPLOYEE","PC","A","2018",10.63,
"COL","WAGEGAP","EMPLOYEE","PC","A","2019",9.39,
"COL","WAGEGAP","EMPLOYEE","PC","A","2020",2.96,
"COL","WAGEGAP","EMPLOYEE","PC","A","2021",3.34,
"COL","WAGEGAP","EMPLOYEE","PC","A","2022",1.86,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2010",9.33,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2011",9.72,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2012",10.09,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2013",9.72,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2014",12.31,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2015",9.09,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2016",6.25,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2017",6.59,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2018",8.45,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2019",6.53,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2020",3.03,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2021",5.2,
"CRI","WAGEGAP","EMPLOYEE","PC","A","2022",1.45,
"HRV","WAGEGAP","EMPLOYEE","PC","A","2010",3.83,
"HRV","WAGEGAP","EMPLOYEE","PC","A","2018",7.92,
"HRV","WAGEGAP","EMPLOYEE","PC","A","2019",7.57,
"HRV","WAGEGAP","EMPLOYEE","PC","A","2020",7.38,
"HRV","WAGEGAP","EMPLOYEE","PC","A","2021",7.31,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2002",31.399946315,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2006",30.48,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2010",24.6,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2014",13.41,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2018",15.87,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2019",16.84,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2020",16.58,
"CYP","WAGEGAP","EMPLOYEE","PC","A","2021",16.25,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2003",18.58316803,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2004",14.182986259,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2005",9.0828227997,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2006",2.4041435719,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2007",-7.364863873,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2008",-23.14301491,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2009",-28.11709785,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2010",-30.37996864,
