title,author,date,rating,text
Okayish.,riddhimaakaritu,25 September 2020,5,On technical level I could see that this is a good film. And when I realized it is based on true story it made it so tragic. Kids with guns is one of the most upsetting site.
A Ruddy Bloody good film,oneflewovertheapocalypse,14 September 2003,,Has anybody ever heard of the band At the Drive In because Benny in City of God looks just like the lead guitarist from that band and Mars Volta.  I thought I'd just share that with everyone.
outstanding low budget masterpiece,elkaz6,13 August 2004,,"This is a great movie. Made with a very low budget. A movie that made Tom Hanks say he was in awe of. Outstanding. Touching. A movie also about hope. But I'd like first to address the two bad comments out of the over 300 in the board. One gentleman complains about the subtitles. Well, it really is frustrating to see in this day and age this kind of comment. It is so revolting to hear this sort of statement. Everybody else in the world when they watch American movies watch them with subtitles. But there is an anti intellectual bent in America (quite ethnocentric) in which movies made in other languages have to be dubbed to obtain any kind of box office success. To this gentleman I'd like to say that the Iliad, The Odyssey, the Bible, Crime and Punishment, 7th Seal, and many other works of art were not done by Americans. Yet we all enjoy them. So I'd encourage him to expand his mind and enroll in a Spanish 101 class in the local community college. Specially considering that the idea behind the global market of ideas is if we want to be heard we must hear others. This sort of dumb a** bs I read on these boards just p** me off. If you are an idiot without any kind of appreciation of what's good and beautiful stick to War Bus and Beach Babes from Beyond. If you don't like a movie because it is in another language don't watch any foreign films! (stay ignorant about the world) rather than watching a movie and giving it a bad review because it was not in English. There is another cat calls himself webmaster 49. The guy gives every movie he reviews a bad rating (including The Pianist, Chinatown, Taxi Driver). But he gives Mr. Goodbar an outstanding review calls it one of the best movies of the 70s. Dead man walking he also praises. So don't be tricked by these two. Their sense of aesthetics cannot be defended with any sort of rational argument. Don't be fooled by them. This is an outstanding movie."
Wonderful film!,lotus_chief,29 February 2004,9,**POSSIBLE SPOILERS**
"Good movie, but far from original and has been done many times in the past",marc5477,12 March 2017,7,"Its a fictional story about a kid who wants to become a photographer and grew up in the slums of Brazil. The story is told like a documentary with the main character playing narrator and talking about his experience in the slums known as the ""City of God."" We follow the lives of himself as well as friends and adversaries from childhood to adulthood. The movie does a good job of conveying how hopeless life can be in certain parts of the world and that sometimes there are no options for those living in such conditions (unless they get extremely lucky like the main character)."
amazing! Brilliant! Realistic! Stylish!,MovieLoonie,18 October 2005,10,"A surprising find! One of the greatest films I have ever seen. Can be brutally real and shocking at times. Wonderfully stylized film in the stringing together of several stories that revolve around the main character. The fact that it is a true story is absolutely mind-blowing. Great writing, great cinematography, great stylistic directing, but not so stylistic that it seems not real or plastic. Still maintains its integrity. Great acting. The movie has nice quiet moments and shocking edge of your seat tension! Really a must see for any real movie lover. You won't be disappointed. I'm glad I bought it. You'll want to watch it more than once!"
"Jolting, epic and powerful (***1/2)",Ronin47,20 October 2003,9,"The City Of God is a housing project in Brazil just outside of lush Rio de Janeiro that, to put it plainly, makes South Central L.A. look like a walk in the park.  Drugs and guns are a fact of life, dead bodies lie in the streets and kids barely into their double-digits carry machine guns."
...,lagriff05,2 August 2008,10,"Well, I've been wanting to see this for a long time, and it did not disappoint - to put it lightly. Gritty, snappy, charismatic and even beautiful, this movie hits you, the viewer, in all the right places. Indeed, this is based on a real story, and it is also in Spanish with subtitles, but all that just serves to the purpose of assuring that City of God is as realistic and jarring as possible."
Incredible Film,MichaelMRamey,29 July 2019,10,"This film not only has a fascinating story, but it is an incredibly well made. The way the story is told - meeting characters who are important to the plot, yet you don't know that until later when it is all tied together. The shots are gorgeous and I was wowed by many of the camera transitions throughout; especially the cut between Lil Ze to Steak to Carrot. As for the entertainment factor and story of City Of God it has a powerful message of corruption and the lengths people will go to, to survive in the never ending cycle of crime and poverty within the City. Some of the scenes are hard to watch as it feels like your watching a documentary instead of a film, but it keeps you on the edge of your seat and engaged for the entire run time. I would recommend this film to anyone whether you're a film nerd, filmmaker or just casual viewer."
Impressive but irresponsible,mtsai-2,2 February 2003,1,"Imagine what it would have been like if Tarantino made a film about the D.C. area sniper shootings, then you'll get ""City of God"" - a sensational, cold and calculated stylistic exercise based on compelling real-life human drama. The story of the kids involving in the drug trade turf wars is an extraordinary one, but somehow the filmmaker has managed to reduce it to a showcase of his cinematic bag of tricks. This film has left me completely cold, and disgusted by the filmmaker's intentions."
You will thank your life after watching this,priyantha-bandara,12 December 2010,10,"'City of God' also known as Cidade de Deus is not just an ordinary foreign language film. It is one of those 'the' movies out of the several which I have seeing related to gangsters and drugs. I may call it the Brazil version of the 'Godfather' or 'Slum Dog Millionaire' not just for its style of storytelling or the mere similarities in the plot, but for how great those movies were. What's bonus for 'City of God' out of all is that it's based on true events. And realizing that such incidences have taken place and such societies exist is a good enough reason for you to be thankful for your life what you enjoy."
Once upon a time in Rio,deastman_uk,13 January 2003,10,I'm not sure why this fim is compared with Goodfellas - it is a somewhat better film than that. The true comparsion is with the more epic films.
City of God,RickHarvey,17 September 2010,7,"First of all , this film look beautiful and really captures essence of the slums of Brazil. The pacing is fast, not one scene drags. You can't help but think that this film ripped a massive page on narrative off Goodfellas's book. It also takes some notes from Pulp fiction."
this film is based on a true story,f-57307,27 March 2020,9,"""A city abandoned by God."" A city everywhere except for theft, rape, smuggling, drug trafficking, killing, robbery, because there is no need for theft here, and most of the crimes are underage children. This is the place where real hell and humanity annihilate. The superb editing, rich plot and suitable soundtrack make up a very good film. What is even more shocking is that this film is based on a true story."
Good film with subtitles,info-211-811284,13 January 2015,,Have watched this film 4 or 5 times now and still doesn't get boring. Shows you how life is lived on the streets of Rio and is pretty real life from the way the camera tells the story. From what i have read a lot of the actors and actresses were not know as the director wanted to tell the story of real life people from the ghettos. The story has some great twists and turns and a lot of great action scenes. The gang of children that stick together as a family and the way the robbed and stole together brought to life what they must have to go through in real life.
Top tier entertaintment.,aichusla,2 May 2018,10,Fascinating insight into the uncompromising violent dark side!
"Watch this and then try to complain about your ""first-world problems.""",SeriousJest,2 July 2014,10,"I kept hearing that this movie was good, but I never got around to watching it. Having glanced at its cover before, I was expecting something differentmore of a sappy romantic tale. Instead, I discovered one of most poignant, suspenseful, exciting, and action-packed tales of a place that I've only heard stories about. It catapulted me through a wide range of emotions. Watch this and then try to complain about your ""first-world problems."" The City of God is shockingly poor and frighteningly dangerous, yet culturally rich and unexpectedly beautiful."
The greatest foreign film I've seen,cobizer,2 August 2005,10,"When a friend recommended I watch this movie, I wasn't all that excited. Subtitles? Call me when the dubbed version comes out. Against my will I watched this Brazilian flick anyway and was pleasantly surprised. The cinematography alone in this movie is worth watching it. Even if you are not interested in violence, Brazil, or (gasp!) subtitles, the camera angles, lighting, and innovative use of handy cams are stunning. The movie has a real documentary feeling to it and features characters that you actually care about. There was not one death that occurred in this movie that came as a relief. I was actually emotionally attached to all of them. (Even the ones that may have deserved a violent death.) To top it all off, the story is extremely complicated and in-depth but is told so well that it is never confusing. Go buy this movie, it's too epic for a rental!"
long and boring movie,qqml,23 December 2020,6,"The movie just tell one things, drug dealers fight each other inside slum near Rio Brazil."
One of the slickest movies you'll ever see,wandereramor,29 March 2012,9,"A mixture of Tarantino-esque narrative play, a fast-paced plot, and the talented direction of Meirelles and Lund make this an intoxicating crime drama that's almost impossible to stop watching. It's a movie about cyclical violence and the degradation of poverty in Brazil, but for all that it's fun to watch -- the characters are catchy if not particularly deep, and the crime is aesthetically pleasing at the same time as it never lets us forget the horror and evil of the violence we're watching."
The best Brazilian movie ever made !,vitorpiovezam,17 December 2016,10,"A film that portrays the life of the poor Brazilian class, mainly from Rio de Janeiro, portrayed by locals themselves, amateur actors and did a great job, many revealed to the great Brazilian entertainment industry. The film has excellent direction, fantastic subjective elements, and time does not continue in a single line, the director approaches different moments in different times of the film. Amazing. This film was a great revolution in Brazilian cinema, it was nominated for international awards, which for the Brazilian film industry was new.A great film to know the reality of the poor class, and the history of the city of God, favela of the rio."
The most grotesquely violent movie I've ever seen!!!,jmvscotland,18 December 2015,7,"If the director's aim in making this movie was to make the most grotesquely violent and repellent movie in the history of cinema, then I think he's probably cracked it. This is a train wreck of a movie, one that at the same repels and engages the audience; well, that's what it did for me anyway. Certainly, there's a Hell of a film-making talent here and the end result is truly, and sadly, unforgettable. I can't say I enjoyed seeing this movie but technically it does have great merit. And, having sat through this movie, now I know that the very last place in the whole world that I would like to see at first hand is this slum outside Rio. I've never had any great desire to go to Brazil or to any of its major cities despite having traveled widely. Now I know for sure that I can give Rio a miss, especially after hearing from a good friend that he was robbed at knife-point on Copacabana beach some years ago. The movie gets 7 out of 10 and Brazil gets zero."
"Honest, unbelievable, impossible to turn away from.",CaterpillarEffect,18 January 2010,9,"A film based on facts. A story of crime in the City of God outside of Rio de Janeiro. Drug-related crime in which young people and children are heavily involved. To show it in a film format is not easy, especially since the book is very complex. And making that film truly fantastic is even harder. But it has been done."
"Great film, very funny in parts and not a 'liberal' sermon",RolyUK,14 November 2006,9,"Really loved this film, telling the story of the housing projects of Rio from their inception in the 60s to the end of the 70s through the eyes of a few of its major characters."
Easily one of the greatest gangster movies to ever do it,jimniexperience,8 January 2018,10,Based on a true story
One Of The Best Movies Ever,thornswrath,9 November 2004,,"Few films I have ever seen have managed to capture the essence of society's oft-lamented yet never-resolved problems of illegal drug trafficking and the rampant street crime as depicted in the City Of God in Brazil, as shown to us through the remarkably unskewed viewpoint of its many colorful real-life street characters. Of course the street-urchins recruited to play the roles of certain individuals now scattered in time have become first-time actors as a result of this astounding motion picture, and the characters they portray are brought to vivid, realistic life on the big screen in a manner that will captivate audiences from beginning to end, despite its rather long running time. (__-?) The process of sitting through this depiction of inner-slum street gangs and how one generation picks up the business of the older one that leaves it behind for them, is nothing short of revelatory. I thoroughly enjoyed Scorcese's Gangs Of New York, but I will say this: City Of God makes GONY look out to be but child's play. For one thing, Fernando Meirelles utilizes a nonfiction canvas with which to illustrate certain points that Scorcese utilized fictional conventions to get across. In Scorcese's depiction of violence, we are nearly saturated with violence almost for the sake of violence, a sort of hyped-up ultra violence that drives these kinds of gangster-pics, and which might very well repel a certain demographic of viewers who just don't care for that sort of aesthetic. In Meirelles stark and up-close depiction of the real-life dangerous goings-on of certain groups of street gangs, the violence carries with it the reflection of truth, and despite even being possibly more extreme, it can be accepted more as a fact of life or somehow manages to become easier to digest, if not flinch away from. CoG makes GoNY look like child's play, and that's ironic seeing as how it is children which take up the mantle and carry on the business which the older generation leaves for them. I walked out of City Of God a changed man - a refreshed man, that is, because it reminds you just how stark and real this whole business of the natural order of things is. And conversely, just how real the whole nature of the order of business is. Sit down behind the camera lens and allow yourself to be transformed as our young true hero guides you through this City Of God and shows you just how comfortably you sit there in the theatre contemplating it. Do not miss this transcendental film. Open your eyes and see through the lens of a child. Watch how this child grows up and passes through the necessary rituals to become a man. Ask yourself what it is this man has shown you through his eyes. And do not close your eyes to what is going on around you ever again."
What Great Filmmaking is all about,alexduffy2000,5 February 2004,,"I went to see ""City of God"" simply because it had gotten 4 oscar nominations (I write this 3 weeks before Oscar time).  I didn't know what it was about. A sappy Brazilian romance?  A religious film?"
Contrast,w-71474,25 April 2020,9,"The better the music, the crueler the story. This is a contrast"
One For The Millennium,gcrokus,5 September 2004,,"'City of God' should and will be at the top of any list of movies for film courses from the New Millennium for many years to come. In terms of thematic development, political commentary, social importance, technical mastery and sheer energy it really has no equal since 2000. This is truly a mesmerizing piece, in which the events of many years are compressed into a few hours; like the early scene of the boy spinning about in a grievously perilous tight spot, we are left whirling when we exit the theater."
My all-time favourite film... and I mean it!,ianmitchell-45214,7 April 2015,9,I think I have watched this film several times by now and I'll probably watch it several times more in my lifetime. I'm not the kind of person who watches films more than once. If I remember what happens I don't need to see it again.
Pulp Fiction Style Documentary,sacredmonk,15 May 2007,8,"First off, there are a few grievances I have with this film. It's sort of made in a way where it's kind of spread into chapters. Sort of like pulp fictions is made into chapters, depicting the story of several different people and events, so too is this film. I don't think this adds anything to the film, since you'll probably end up confused by the number of people anyway. There are a bit of characters, and trying to follow the story of each one may be bit confusing. The film is also narrated by the main character. In essence he gives you a tour of the ongoings of the City of God. In a way, it sort of feels like you are being shown a documentary about a city, rather than being given a movie to view. The documentary style, though informative, seems to be a bit over used, and removes the no-documentary movie feeling. That being said however, the film is good for the story, and depiction of the struggles of both the city and the many characters of the film. The corruption, sorrow, anger, greed, love, and joy are all expressed very clearly, and the film allows you to fully understand these feelings in the characters (once you get them all straightened out). I realize that following only the main characters story line would have drastically crippled the film, and would not have been able to illustrate every other characters story. Because of this it is essential that there are very many characters in the film. Understanding this, it is difficult to lower the movies rating based on there being too many characters to distinguish, as it is necessary for the story line. All in all, this film is above average, however an 8 out of ten may be a little bit generous. A 7.6 would be more accurate. Watch it if you have an opportunity to, but don't go out of your way to."
Brazilian Gangster movie lacks humanity,PurityofEssence100,6 October 2002,6,Once again an entrepreneur has managed to turn the misery of
"Blood, brothers and Brazil- A Masterpiece",nagsaptarshi,20 April 2020,9,"This is not your regular Mills and Boon story. So be cautioned if you are planning to watch this movie. The way people are gunned down in the movie, you might wonder if even chickens are slaughtered in that way or not. And probably that is the reason , the movie starts with a chicken slaughter.But this is the truest depiction of Brazil in that period. The lawlessness prevailing due to a callous Government regime, the fearlessness of the people due to a corrupt police system, growing addiction of the young generation, lack of education everything has been portrayed in an impartial manner. The hard hitting dialogues, the impassioned ambitions, the rise and fall of the gangsters everything is so credible.You are not going to be bored for a single moment in the movie even though the run-time is over two hours.Those who have beautiful fantasies of the streets of Rio, the voluptuous samba dancers, soccer skills of the youngsters may be shocked to see the harsh realities of life. The film is based on a true story and every detail of the story has been depicted in a documentary style, making it even more enjoyable for those who want to experience the life and cultures of the land of Samba. Overall a must watch for those craving for high quality cinematic experience.No wonder this is regarded as one of the finest movies of all time."
Peace is an eternal theme,Mnemosyne15,15 March 2020,9,"In a place where there is no good, you can survive by evil and even get a good life, but you can't always maintain your full security, and one day you will be replaced by new violent elements. The children who were struggling underneath originally, through their own efforts, integrated into the new environment and escaped from that poor ""city of God"", so that you can have a chance to be born again, integrate into a new civilization and system, and rely on normal methods Survive yourself, and strive to get your own expectations. In a society without a legal system, the bad means of survival are unimaginable, cruel and hard. However, no matter how hard you try, it may be impossible. Even if the scenery is beautiful in the morning, it will be in the dirt in the afternoon. Therefore, we should also strive to leave the uncivilized environment and enter the system of modern civilization, even if it is difficult at the beginning, but keep the security and long-term possible upward development possibility."
Amazing visual tour de force with real substance,Michael Kenmore,16 March 2003,10,"I went to see this film with the expectation as low as possible not giving the hype of City of God mind, and I walked away stunned."
Pace and Violence,Popey-6,13 June 2003,6,"If you looking for roughly sketched characters then this is your film. Like the film itself the central protagonists survive only on pace and violence. Unexpectedly unbloody, City of God's main saviour is its reliance on flashback and quirky narrative that owes much more to early Hollywood gangster flicks of the Bogart era than the Scorsese style many critics enthuse about. Worth a look - you'll certainly be kept on your toes."
A True Story Very Well Told,jcanettis,20 February 2004,9,"When I decided to watch ""Cidade de Deus"", I was rather hesitant. Although I had heard positive comments for the film, there were several things that were putting me off: The shoot-em-up story did not sound original, the actors were amateur, the language and location were not so familiar. However I devided to give it a try."
Stunning performances and storyline,r-j-b08,11 July 2009,10,"Cidade de Deus (City of God) is one of my favourite films ever. The acting is very well executed and the storyline is stylish, original and great. The camera work is interesting and superb. If you haven't seen it, see it. But for the full effect I find it's nicer to watch it in Portugese with subtitles. My mini parents guide (below) contains possible spoilers. It works on a 1 to 5 basis, 1 being soft, 3 being mild and 5 being extreme."
Remarkable,robertvannsmith,16 April 2003,,"I am a fan of Brazilian movies, so I thought I would give this one a try."
"Better than every other film ever made ever, so there...",thomas-hardcastle-2,12 June 2008,10,"This has to be amongst the greatest films ever made. It is funny, sad, frightening, gripping, suspenseful, and entertaining."
City of God Review,christianbmietus,16 October 2017,8,*Spoiler Alert*
This is a Movie Collectors dream film,kevinkishin,18 March 2020,9,"Yo! This film is unapologetic true grit at it's best, the characters are hashed out well the plot is beautiful I can't asked for anything more, a must watch."
Only Hell and high water in the City Of God...,whoTheFuqRyou,8 July 2004,,"City Of God is based on actual events that went on in the ghettos of Rio De Janeiro from the eyes of one who grows to be a photographer(Rocket).  The picture is very grainy because it's shot w/ a Digi-cam but its graininess bring the film out.  Backed by a solid and unorthodox script, Cidade De Deus is actually one of the better crime stories you will see.  The film presents the street life from the Brazilian perspective and it's very believable as Rio De Janeiro, Brazil is one of the more hostile, though beautiful, cities in the world - not to mention the fact that I lived in Jamaica at one point in my life and saw the similarities such as little kids running around with guns and the struggle itself.  The script does a lot of the ""what comes around goes around"" thing with some particular characters and shows that no matter who you are that if you push a man enough times that he will start to push back."
"Finally, a real gang movie.",wastebot,16 March 2003,10,10 of 10
Violence in Brasil,Heikki-Tulokas,20 December 2005,9,"We are often warned about the dangers in Brasil. Thank Goodness, I didn't watch this one before my first trip to Brasil. But afterwards, it is a hypnotizing film. The changes in time makes you follow the movie more carefully, you don't want to miss the action. The violence in the movie, yes, it is a very violent one, is not the same kind like in the Hollywood-films, or in some raw European modern movies. It doesn't play with the amount of blood: When they shoot someone, you get the idea without slowmotion close-ups! It's better this way. I like the simplicity of the Brazilian actors. No over-acting is needed, this is a movie of the life in favelas as it was, or even is today, as I have heard."
Gangs of Brazil: the only movie of 2002,whatdoes1know,21 January 2003,10,Battle of Algiers was great the way this movie is great.
"Violent, real, cruel, pathetic.",r-48240,29 March 2020,7,"Through the means of violence, to express the feelings of compassion, this is the film's greatness."
great,g-96059,4 April 2020,8,"Very shocking violence aesthetics crime drama, every character show incisively and vividly, the character of pure, rich, rapid transformation of the lens, sometimes let a person feel a kind of killing rifleman, sometimes let a person for such slums shudder, fantasy, even if the scene will for fear of urine flow.The film pushes forward the development of the plot from a gun's narration to bring out the story of each character, so as not to let the audience see the final cloud in the fog. And we will also for a gun's flexibility, good at seizing the moment quietly happy
Don't talk about the values the movie wants to express from the perspective of humanity, care for the world and so on."
Cidade de Deus,Marcus-Aurelius90,21 July 2017,,"""City of God"" is an excellent crime drama. If you don't speak Portuguese this movie does have subtitles. This is a lethal crime film that uses violence masterfully. At times excessive, its even more disturbing when you see how young the gangsters are in this film and how cold and calm they are while killing people they consider enemies."
A city abandoned by God,x-54313,4 May 2020,9,"A shocking film. Yes, the impact of this film is hard to describe in words. First of all, the level of the director is very high, the shooting techniques and editing methods are quite avant-garde, and the soundtrack also has a huge contrast effect with the theme"
Incredible,sdurham-66337,5 October 2018,10,"This is one of the best movies I've seen in quite awhile. I had no idea what it was about going into it, and the rawness and humanity of it really hit me as I watched it for the first time."
An amazing portrayal of the slums and gangster life in Rio De Janiero,Brettyboy007,7 August 2014,10,"I saw this movie on Netflix one night and decided to watch it, because I'm into gangster movies. This is the best gangster movie I've ever seen, (beside watching The Sopranos on HBO). It is based on a true story about a kid who strives to become a photographer and stay away from the dark side of drugs/executions/rape in the slums."
Good but long,asenkron,14 November 2007,7,"The story starts with the early times of the City of God showing where many of the problems stem from- the extreme poverty, overcrowding etc. In this time,the director introduces the main characters with you.The story revolves mainly around Rocket and Lil Ze, and how they take two different paths through life. Rocket dreams to become a photographer and to escape the City of God.On contrary, Lil Ze becomes a powerful gang leader and drug dealer."
Rated too high but deserves top 250,hyder_sagg2003,13 October 2007,8,i Liked the movie. but too much violence and centers a unethical subject. Directed extremely well this is one of the movie impressed me.... entire movie has no single minus point of direction. If it was in English i could have grossed a lot. The movie is not the best crime movie of all the time not even near them but it is one of the best crime-thrillers i have ever seen.
Captures Lightning in a bottle,ColeSear,4 February 2003,10,"""'Cidade de Deus' captures lightning in a bottle. Like many, if not all of the internationally reknowned Brazilian films of the past decade 'Cidade de Deus shows us a segment of the Brazilian population in near perfect cinematic simulacrum. A story whose structure is indebted to ""Citizen Kane"" and is just as intellectually stimulating, this films narrative moves circularly telling the tales of many characters who become the central figures in a 'favela'. Rarely is criminality portrayed in such dimension, there is not one 'no-nonsense, tough as nails, born a jerk will die a jerk in this but. The characterization separates and explains the motivations of each main cast member perfectly. The word circular works also to describe the nature of the story which is one of crime and corruption; it is something that never ends as we all know but the filmmaking is so captivating that we expect a 'happy ends' but love the truth the film shows regardless. The Samba-infused score and  frenetic cinematography work hand in hand to add rhythm and emotion where it is needed but the cold, shocking and gut-wrenching scenes are left as is and work wonderfully. This is a film worth multiple viewings and careful examination and is a rarity a great piece of art that ALSO makes a socio-political statement."
One of the best of 2002,campblood13,2 October 2003,8,"I enjoyed this all the way through, which doesn't happen very often.  The characters are so real and raw that you forget it is just a movie.  The truth is that things could have been like this at the place and time.  I don't want to get to detailed into this, but it's not your regular rip-off gangster movie that some people call it.  It has a heart and soul all to itself.  The scenes with kids no older than 4 being involved in shootings and getting shot are very powerful.  Check this film out, it's a winner. 8/10 Very Good"
"A great film, a perfect 10",moneystacks511,23 August 2007,10,"All i have to say is that from the first time i saw this movie, i felt it was one of the best i had ever, ever seen. Just an extremely powerful, funny, sad, and overall amazing piece of work.I can't believe that most of these kids had never acted before, their performances were so good. Many powerful scenes and great interweaving of the story and its characters. This film also made me a big fan of Seu Jorge along with the life aquatic. I saw him live in concert a few months ago in Chicago and he was great! Im not a big fan of subtitled films but this movie is so good you don't even realize that you're reading it. A great great movie, a perfect 10! If you haven't seen it, or you have but you've got friends that haven't, sit them down and watch it with them!"
Wow,carteros,20 October 2021,9,"Incredibly well made film, looovvved the cinematography in this movie it made it feel like you were there with them. Other than that not much else to say that hasn't been said before, check this one out for sure!"
Well done foreign film,karlysoy,15 October 2018,9,"I am a big fan of this foreign film, because it's nice to see directors having a different point of view then the classic Hollywood film. It's a fast pace movie with subtitles, but worth the watch. City of God is the epitome of a great foreign film. It showcases the classic struggle between right and wrong, in a twist of lifestyle differences. The raw directing style, coupled with a great soundtrack makes for a movie which many different kinds of people can enjoy. Whether you are a top scholar or someone just wanting to watch a film this movie is for both. The continuity of editing helped the movie flow. Also, the vicious cycle of the gangster lifestyle is portrayed with cringing accuracy. The many close up of characters help you sympathize with people you thought you wouldn't be able to. All in all, City of God is a very well done film which you can find yourself relating to a whole different lifestyle."
speechless,Gjay2,26 March 2003,9,"bang, the first minute of city of god. Fast cutting, overlapped sound effects, wonderful camera shots, great music. What a way to start. And the brilliance of the first 5 minutes, is just a prelude of whats to come. Usually telling a story of this scope and size is very difficult to pull off, but the director easily succeeds in keeping an audience's eyes wide open throughout the whole picture. It's most definatly shocking. Some of the scenes are hard to watch, with some of it's documentary style approach. It is also very funny, and very poignant. Being a foreign film, i knew none of the actors, but it just made it all so much better. The friendships really seem genuine, and when some of the friendships fall, you literally feel the emotion pour out of the screen. Lil ze, the more deadly character in the film is played brilliantly, and whenever he's on screen, looking towards the camera, you almost feel obliged to walk away. Like you are being bullied or something."
Amazing Storyline,mschultz-26078,15 October 2018,9,"In the Film City of God, Directors, Fernando Meirelles and Katia Lund, do an excellent job conveying the story of a young boy who lives in a favela known as the City of God. They show his story growing up in poverty and the pursuit of his dream of being a photographer. With use of excellent motifs and stunning order of events this Film earns two thumbs up in my book.
 One motif that stood out to me during the screening of the film was the relation of Good and Evil. Many times, throughout the film, characters reference the idea of ""Love and peace"". In reality, this idea was stretched most times to being evil. Even many Characters who lived peacefully, found their downfall by facing evil head on. 
 Another thing I found spectacular in the Film was the order the story was shown in. The opening scene of the movie was the most important and actually serves as the climax of the film. The opening scene also conveys a series of flashbacks (or even flashbacks inside of flashbacks) in which story is described and narrated. Throughout this description, we learn about all the characters and their importance to that final scene. It was an interesting and powerful way to convey the story nonetheless.
 In short, the Film City of God is a must see for anyone who enjoys strong storyline where little is left to the imagination. In the Span of a couple hours, you will laugh, be sad, and even be heartbroken. I Recommend the film to everyone to see!"
whoa!,moviefan2003va,12 January 2005,9,"As a comfortably middle classed, American living in suburbia, my initial reaction is whoa! This one packs a punch. At first, it is honestly difficult to care about a single character. But then it hits you, these are all children, kids. All the main characters doing the killing are kids. This draws you into the film and the thought that many (if not all) of these kids never really had a chance. Rocket is fortunate to become interested early on in the craft of photography and this interest paves the way for a better life for him. However, others who only know about survival and aren't privy to extracurricular interests like Rocket's have their fates sealed. Benny is the other character you begin to care about. He realizes too late there is more to life than being a hood. He spares a life that later takes his own. Such is the cycle of violence that infects the City of God."
10 Things I love About City of God,swordsandsandals,11 October 2008,,"1. Where to start? It's such a stunning, powerful and provocative film, to try and summarise it in 10 points is a little silly. And I'll probably still struggle. Let's start with the visuals. It's a real credit to Fernando Meireilles that he manages to make each new confrontation fresh and exciting. The editing, cutting and lighting all contributes to a visceral, involving experience. This isn't something I normally notice in a film, but as Dantes inferred, you can't help but notice it in City of God. But what is particularly noticeable, is that it doesn't lose passion or heart amongst the fancy visuals."
"Finally, Roger Ebert gets one right",Craig-9,21 April 2003,10,"What an incredible film! Recently, when Roger Ebert was praising this to the high heavens, I had to wonder--lately he seems to be awfully full of gushing hyperbole (_The Hunted_ was ""a pure and inspire chase film""--did he see the same crapfest I wasted my money on?). But _City of God_ is actually worthy of the acclaim. This is one of the best movies I've seen in a long time and it does very well what you want the best films to do--take you someplace you've never been before, someplace you couldn't go even if you wanted to. Sure, it is a violent film, but no more violent than something like _Gangs of New York_, and the violence here is all to a purpose--showing what happens to gang kids who grow up without any chance, without any guidance. The film is closer to something like _Goodfellas_ anyway, in showing the rise and fall of a gangster, and showing the development of a gangster culture, from the 60s into the 70s, as the relatively innocent marijuana business gives way to the more profitable and violent cocaine trade. The film is almost Dickensian in showing how a place affects the people who live there, and while it calls for change, it never does so in a preachy way. This is just an amazing, vivid, astonishing experience and you owe it to yourself to see this film in a theater if you can, on video otherwise."
I mean...,rafa-zanqueta,22 May 2019,9,How much better can it get?
"brazilian ""Salam Bombay""",camel-9,11 March 2003,9,gangs of children in the squallor of cities are inspirational:
The best Brazilain movie and one the world best movies ever,gabrielbastos-07277,21 July 2020,10,"""Cidade de Deus"" is a emblematic masterpiece!.
In the first Scene (the running chicken) we can see that what we´re gonna watch is not a ""more of the same"" movie."
a brief evaluation,t-81966-84968,12 April 2020,8,"The film is beautifully edited, with a storylike narrative and subheadings, paragraph by paragraph. For someone with a bad memory like me, that's good. Not only did I remember all the stories, but I also remembered all the names. And it's hard to connect without a bit of artificiality or awkwardness. The story is crisp, with no 'soft' plotlines, and, in short, very tough."
Very amusing film.,ruffinelli_ro,17 June 2010,9,"I don't really remember the first time I watched this movie. It was many years ago, but I do recall that I loved it. I don't know if this a very realistic movie, but it certainly feels like it is."
City of Devil,andrelcramalho,17 February 2019,3,"It is unfortunate that there is so much poverty and misery. Nevertheless Brazilians should not be proud. Film presents the emergence of the first gang of robbers, until the early 1980s, where the big business is drug trafficking. Presents life in the favelas as it really is, violence, strong crime scenes, a real civil war, where children feel proud to commit crimes. Depressing."
You have to see this movie before you die!,BasBsbll1,31 May 2006,10,"City of God would have to be one of the most important films that has come out of this current decade. It is visually stunning and the acting is some the best acting to come out of non-actors. The film is in the mold of Goodfellas, just a chronicle of crime from youth to adulthood."
8/10,stjackson10,26 January 2020,8,"This movie reminded me of my experience watching Beasts of No Nation. It was wonderfully made and frightfully upsetting. I felt as if I got a glimpse into a world I needed to experience but never wanted to. It is dark, it is chilling, it is hopeful, and it leaves you with more than you signed up to leave with. Not something I'm anxious to rewatch, but a masterful film."
Ive rewatched this,trminator-35198,17 January 2019,6,"The first time I fell asleep watching this but a rewatch showed me this is a very powerful and tastefully done film. Its not the most enjoyable ive witnessed and was even clichè in some instances, that aside, it was well made."
city of god,yiyuantiming,5 April 2020,9,"""City of God"" showed crime and horror in the slums of Rio de Janeiro, Brazil. This is the ""City of God"" and the capital of sin. The film witnesses the brutal, ambition and greed of the slums from the perspective of the protagonist. The living environment shown in the film, the observation and exposure of life are all bold attempts. The Rio slums, which are the real location, have added more wild and thick brushstrokes. The power of the chaotic disorder in Rio 's slums is that all aesthetics are also loved by many film and television works."
